DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2026-02-15,KT_AI,403,59,344,14.6%,403,0,100.0%,0,403,0%,403,0,100.0%,71.5%
2026-02-15,KT_AR,429,60,369,14.0%,429,0,100.0%,0,429,0%,429,0,100.0%,71.3%
2026-02-15,KT_AG,949,949,0,100.0%,949,0,100.0%,0,949,0%,0,949,0%,100.0%
2026-02-15,KT_BL,1410,0,1410,0%,205,1205,14.5%,7,1403,0.5%,0,1410,0%,7.5%
2026-02-15,KT_BS,3075,0,3075,0%,16,3059,0.5%,1092,1983,35.5%,2421,654,78.7%,38.3%
2026-02-15,KT_BE,1458,0,1458,0%,1416,42,97.1%,1335,123,91.6%,91,1367,6.2%,65.0%
2026-02-15,KT_GL,460,0,460,0%,0,460,0%,193,267,42.0%,0,460,0%,42.0%
2026-02-15,KT_GR,1995,5,1990,0.3%,312,1683,15.6%,0,1995,0%,1550,445,77.7%,31.2%
2026-02-15,KT_JU,1547,0,1547,0%,158,1389,10.2%,41,1506,2.7%,1348,199,87.1%,33.3%
2026-02-15,KT_SG,646,0,646,0%,410,236,63.5%,137,509,21.2%,13,633,2.0%,28.9%
2026-02-15,KT_SH,222,197,25,88.7%,187,35,84.2%,0,222,0%,201,21,90.5%,87.8%
2026-02-15,KT_SO,743,0,743,0%,0,743,0%,0,743,0%,0,743,0%,0%
2026-02-15,KT_SZ,2174,0,2174,0%,2087,87,96.0%,1018,1156,46.8%,2123,51,97.7%,80.2%
2026-02-15,KT_TG,1032,93,939,9.0%,176,856,17.1%,312,720,30.2%,856,176,82.9%,34.8%
2026-02-15,KT_TI,1360,0,1360,0%,1354,6,99.6%,6,1354,0.4%,6,1354,0.4%,33.5%
2026-02-15,KT_UR,906,402,504,44.4%,327,579,36.1%,390,516,43.0%,0,906,0%,41.2%
2026-02-15,KT_ZH,1893,83,1810,4.4%,575,1318,30.4%,694,1199,36.7%,1786,107,94.3%,41.4%
2026-02-15,KT_VD,402,0,402,0%,191,211,47.5%,402,0,100.0%,0,402,0%,73.8%
2026-02-15,KT_FR,675,0,675,0%,240,435,35.6%,0,675,0%,0,675,0%,35.6%
2026-02-15,FL_LI,151,110,41,72.8%,148,3,98.0%,0,151,0%,149,2,98.7%,89.8%
2026-02-15,Geodienste,672,25,647,3.7%,561,111,83.5%,0,672,0%,537,135,79.9%,55.7%
2026-02-15,Bund,1553,851,702,54.8%,1553,0,100.0%,666,887,42.9%,1544,9,99.4%,74.3%
