DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2026-03-01,KT_AI,240,30,210,12.5%,240,0,100.0%,0,240,0%,240,0,100.0%,70.8%
2026-03-01,KT_AR,431,60,371,13.9%,431,0,100.0%,0,431,0%,431,0,100.0%,71.3%
2026-03-01,KT_AG,949,949,0,100.0%,949,0,100.0%,0,949,0%,0,949,0%,100.0%
2026-03-01,KT_BL,1410,0,1410,0%,205,1205,14.5%,7,1403,0.5%,0,1410,0%,7.5%
2026-03-01,KT_BS,3075,0,3075,0%,16,3059,0.5%,1092,1983,35.5%,2421,654,78.7%,38.3%
2026-03-01,KT_GL,460,0,460,0%,0,460,0%,193,267,42.0%,0,460,0%,42.0%
2026-03-01,KT_GR,1995,5,1990,0.3%,312,1683,15.6%,0,1995,0%,1550,445,77.7%,31.2%
2026-03-01,KT_JU,1547,0,1547,0%,158,1389,10.2%,41,1506,2.7%,1348,199,87.1%,33.3%
2026-03-01,KT_SG,646,0,646,0%,410,236,63.5%,137,509,21.2%,13,633,2.0%,28.9%
2026-03-01,KT_SH,222,197,25,88.7%,187,35,84.2%,0,222,0%,201,21,90.5%,87.8%
2026-03-01,KT_SO,759,0,759,0%,0,759,0%,0,759,0%,0,759,0%,0%
2026-03-01,KT_SZ,2163,0,2163,0%,2079,84,96.1%,1014,1149,46.9%,2112,51,97.6%,80.2%
2026-03-01,KT_TG,1032,93,939,9.0%,176,856,17.1%,312,720,30.2%,856,176,82.9%,34.8%
2026-03-01,KT_TI,1359,0,1359,0%,1353,6,99.6%,6,1353,0.4%,6,1353,0.4%,33.5%
2026-03-01,KT_UR,915,406,509,44.4%,326,589,35.6%,394,521,43.1%,0,915,0%,41.0%
2026-03-01,KT_ZH,1893,83,1810,4.4%,575,1318,30.4%,694,1199,36.7%,1786,107,94.3%,41.4%
2026-03-01,KT_VD,402,0,402,0%,191,211,47.5%,402,0,100.0%,0,402,0%,73.8%
2026-03-01,KT_FR,13,0,13,0%,13,0,100.0%,0,13,0%,0,13,0%,100.0%
2026-03-01,FL_LI,151,110,41,72.8%,148,3,98.0%,0,151,0%,149,2,98.7%,89.8%
2026-03-01,Geodienste,672,25,647,3.7%,561,111,83.5%,0,672,0%,537,135,79.9%,55.7%
2026-03-01,Bund,1552,850,702,54.8%,1552,0,100.0%,666,886,42.9%,1543,9,99.4%,74.3%
